year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2007,5368,2.604880774962742,6444.87518628912,12.34668071989195,8.502133381944857,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2008,6053,2.7125392367421113,6590.150834297043,12.399896226654546,8.702488991934576,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2009,6384,2.932174185463659,6804.361998746867,12.44897770048245,8.838522436248432,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2010,8263,2.903666949049982,6900.218927750212,12.438341358154426,8.797827146293113,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2011,10594,2.8700207664715878,7320.963186709459,12.494721692108744,9.273509387862001,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2012,12434,3.0246099404857647,7652.358774328454,12.551643973629565,9.449369717786714,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2013,13914,3.067054764984907,7970.177087825212,12.585447263025014,9.583621221312349,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2014,14870,3.1648957632817756,8299.1861466039,12.66091493596099,9.794994729728982,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2015,16037,3.279728128702376,8621.38105630729,12.685008799376442,10.039993025112551,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2016,16672,3.426523512476008,9102.547204894434,12.75620699453155,10.25707642980866,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2017,15178,3.646923178284359,9754.746079852417,12.840082123543551,10.532553677594477,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2018,11955,4.119698870765371,11937.862735257215,12.892839268792136,11.251300801750729,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
2019,12762,4.324792352295878,13603.173013634227,12.965078995057981,11.820902484188995,False,adult;business;education - advertising;business;education - alcoholandtobacco;business;education - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - business;education - business;education;entertainment - business;education;entertainment;shopping - business;education;foodandrecipes - business;education;gambling - business;education;games - business;education;health - business;education;informationtech - business;education;jobrelated - business;education;mediasharing - business;education;messageboardsandforums - business;education;newsandmedia - business;education;realestate - business;education;religion - business;education;searchenginesandportals - business;education;shopping - business;education;socialnetworking - business;education;sports - business;education;streamingmedia - business;education;streamingmedia;travel - business;education;translators - business;education;travel - business;education;vehicles - business;education;weapons - 
